text,joint
By far the best laptop I've ever had.,LAPTOP#GENERAL/positive
"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",SUPPORT#QUALITY/negative
My friends or children use that when they need to borrow the Net =) When I out grow this Meaning when its old and my oldest child is ready for one she will get this one ANd I will be buying only TOSHIBA!,COMPANY#GENERAL/positive
its more like a snail crawl.,LAPTOP#OPERATION_PERFORMANCE/negative
This laptop suits my needs: as i am currently studying online and just need a computer for that purpose.,LAPTOP#MISCELLANEOUS/positive
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",SOFTWARE#DESIGN_FEATURES/neutral
It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.,LAPTOP#OPERATION_PERFORMANCE/positive
I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,"LAPTOP#QUALITY/positive,LAPTOP#PRICE/neutral,LAPTOP#GENERAL/positive"
It was a great purchase.,LAPTOP#GENERAL/positive
I love it and will probably get another one when this goes to the Laptop in the sky!!,LAPTOP#GENERAL/positive
"My favorite colors black and red, the matte material and the red backlight of the keyboard.","KEYBOARD#DESIGN_FEATURES/positive,LAPTOP#DESIGN_FEATURES/positive,LAPTOP#QUALITY/positive"
I returned the computer to HP and they kept it for 3 months.,SUPPORT#QUALITY/negative
I don't understand why only Windows 7 Starter is included.,OS#GENERAL/negative
The mouse pad however is very loud which is why i gave it four stars.,MOUSE#QUALITY/negative
"The computer is as expected, and worth the money.","LAPTOP#GENERAL/positive,LAPTOP#PRICE/positive"
"Still, this laptop is perfect for all day use at school and work.",LAPTOP#MISCELLANEOUS/positive
I love it!,"LAPTOP#GENERAL/positive,LAPTOP#GENERAL/positive"
Windows 7 rocks.,OS#GENERAL/positive
GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING!!!,"LAPTOP#PORTABILITY/positive,CPU#OPERATION_PERFORMANCE/positive"
I didn't want to buy a generic brand computer but it is really nice.,"COMPANY#GENERAL/neutral,LAPTOP#GENERAL/positive"
I would recommend this to anyone who doesn't need much out of a computer.,LAPTOP#MISCELLANEOUS/positive
"One positive aspect of this laptop is the keyboard, which is larger than usual.",KEYBOARD#DESIGN_FEATURES/positive
LOVE IT LOVE IT LOVE IT!,LAPTOP#GENERAL/positive
The So called laptop Runs to Slow and I hate it!,"LAPTOP#OPERATION_PERFORMANCE/negative,LAPTOP#GENERAL/negative"
Another issue I have with it is the battery.,BATTERY#OPERATION_PERFORMANCE/negative
This one has had the same effect.,LAPTOP#GENERAL/positive
Average performance on almost every benchmark but priced accordingly.,"LAPTOP#OPERATION_PERFORMANCE/neutral,LAPTOP#PRICE/positive"
I can't begin to say how disappointed I am.,LAPTOP#GENERAL/negative
The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,SOFTWARE#USABILITY/negative
That's the downside for me.,LAPTOP#USABILITY/negative
The Apple team also assists you very nicely when choosing which computer is right for you :),SUPPORT#QUALITY/positive
The product is average and works well.,"LAPTOP#GENERAL/neutral,LAPTOP#OPERATION_PERFORMANCE/positive"
This computer I used daily nice compact design.,LAPTOP#DESIGN_FEATURES/positive
I have had this laptop for a few months now and i would say im pretty satisfied.,LAPTOP#GENERAL/positive
It is quiet and a real joy to watch work.,"LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#QUALITY/positive"
Then 2 of my nephews were going into music and both fell in love with the MacBook Pro.,LAPTOP#GENERAL/positive
My HP is very heavy.,LAPTOP#DESIGN_FEATURES/negative
"When calling Dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it.",SUPPORT#QUALITY/negative
Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,SOFTWARE#DESIGN_FEATURES/neutral
I barely have any files or downloads and its almost impossible to get this thing to load.,"LAPTOP#CONNECTIVITY/negative,LAPTOP#OPERATION_PERFORMANCE/negative"
"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",LAPTOP#OPERATION_PERFORMANCE/positive
Boots up fast and runs great!,LAPTOP#OPERATION_PERFORMANCE/positive
"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",LAPTOP#OPERATION_PERFORMANCE/positive
If this is an improvement in Customer Service then I would hate too see what it was before!,SUPPORT#QUALITY/negative
This is perfect for her field.,LAPTOP#MISCELLANEOUS/positive
Perfect size for me.,LAPTOP#DESIGN_FEATURES/positive
"the hinge design forced you to place various connections all around the computer, left right and front.","LAPTOP#DESIGN_FEATURES/negative,LAPTOP#USABILITY/negative"
"Yeah, I wanted to throw that lap top out the window and light it on fire.",LAPTOP#GENERAL/negative
This computer is really fast and I'm shocked as to how easy it is to get used to...,"LAPTOP#USABILITY/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
Love everything about this laptop!,LAPTOP#GENERAL/positive
More than enough for my use.,LAPTOP#GENERAL/positive
The service I received from Toshiba went above and beyond the call of duty.,SUPPORT#QUALITY/positive
Nice laptop.,LAPTOP#GENERAL/positive
Plus it is small and reasonably light so I can take it with me to and from work.,"LAPTOP#PORTABILITY/positive,LAPTOP#DESIGN_FEATURES/positive"
"Three weeks after I bought the netbook, the screen quit working.","DISPLAY#QUALITY/negative,DISPLAY#OPERATION_PERFORMANCE/negative"
"Excellent performance, especially given its price point.","LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#PRICE/positive"
"I wish it had a webcam though, then it would be perfect!","LAPTOP#DESIGN_FEATURES/negative,LAPTOP#GENERAL/positive"
Awesome graphics!,GRAPHICS#GENERAL/positive
Thinking about returning it,LAPTOP#GENERAL/negative
"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.","MEMORY#DESIGN_FEATURES/negative,LAPTOP#OPERATION_PERFORMANCE/negative"
The only con is Windows effin 8.,OS#GENERAL/negative
I just received the laptop and if it runs like this already cant imagine how it would work in the next couple of weeks.,LAPTOP#OPERATION_PERFORMANCE/negative
This laptop broke within the first hour of use.,LAPTOP#QUALITY/negative
after trying to get some help he disconnected on me.,SUPPORT#QUALITY/negative
I recommend for word processing and internet users.,LAPTOP#MISCELLANEOUS/positive
This device serves all modern requirements is a very strong game and is very useful for designers.,"LAPTOP#GENERAL/positive,LAPTOP#MISCELLANEOUS/positive"
"So, buyers beware!",LAPTOP#GENERAL/negative
I saved for this laptop for 3 months and I can tell you personally it was worth the wait.,LAPTOP#GENERAL/positive
It has good speed and plenty of hard drive space.,"LAPTOP#OPERATION_PERFORMANCE/positive,HARD_DISC#DESIGN_FEATURES/positive"
"This computer gets very hot, before shutting down.",LAPTOP#QUALITY/negative
"I have Vista, so I am unable to install and uninstall  some programs.","OS#GENERAL/negative,LAPTOP#USABILITY/negative"
The hinges on this PC are nice and tight and well made like the rest of the PC.,LAPTOP#QUALITY/positive
"But, it works really slowwwwww!!!",LAPTOP#OPERATION_PERFORMANCE/negative
"Ok, one light to let you know if the damn thing is on.",LAPTOP#DESIGN_FEATURES/negative
"Some features arent friendly ( volume wheel, sound quality, etc.","LAPTOP#USABILITY/negative,MULTIMEDIA_DEVICES#QUALITY/negative,MULTIMEDIA_DEVICES#USABILITY/negative"
DEFINITELY recommended!!!,LAPTOP#GENERAL/positive
the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,"LAPTOP#DESIGN_FEATURES/neutral,LAPTOP#PORTABILITY/positive"
I love it so much.,LAPTOP#GENERAL/positive
It is everything that I would want in a computer.,LAPTOP#GENERAL/positive
"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.","LAPTOP#MISCELLANEOUS/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
"I had to adjust my mousepad sensitivity, because it is very sensitive.",MOUSE#OPERATION_PERFORMANCE/negative
The ease in which you set everything up is such that a child could do it.,LAPTOP#USABILITY/positive
Only thing I would want to add to this is an internal bluray read/write drive.,LAPTOP#DESIGN_FEATURES/neutral
It's definitely not worth the money.,"LAPTOP#PRICE/negative,LAPTOP#GENERAL/negative"
Screen is clear and bright.,DISPLAY#QUALITY/positive
3 weeks went by and the computer keeps crashing and will not open any applications.,SUPPORT#QUALITY/negative
They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,LAPTOP#QUALITY/positive
"Crisp screen, great battery life, and plenty of storage.","HARD_DISC#DESIGN_FEATURES/positive,BATTERY#OPERATION_PERFORMANCE/positive,DISPLAY#QUALITY/positive"
I wasn't disappointed in its performance.,LAPTOP#OPERATION_PERFORMANCE/positive
Good monitor and performed well.,"LAPTOP#OPERATION_PERFORMANCE/positive,DISPLAY#GENERAL/positive"
Right size and weight for portability.,"LAPTOP#DESIGN_FEATURES/positive,LAPTOP#PORTABILITY/positive"
This was purchased for my daughter and I was pleasantly surprised.,LAPTOP#GENERAL/positive
The biggest problem I have is the right side and top of the touchpad is unresponsive.,MOUSE#OPERATION_PERFORMANCE/negative
"The Dell is quick enough, sturdy, not good with finger prints.","LAPTOP#QUALITY/negative,LAPTOP#QUALITY/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
I have not have any problems.,LAPTOP#GENERAL/positive
"The Retina is great, its amazingly fast when it boots up because of the SSD storage and the clarity of the screen is amazing as well.","HARD_DISC#DESIGN_FEATURES/positive,LAPTOP#GENERAL/positive,DISPLAY#QUALITY/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
They were excellent to handle our return and post our refund back into our account the next day.,SUPPORT#QUALITY/positive
"It is always reliable, never bugged and responds well.","LAPTOP#QUALITY/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
Small and light weight.,LAPTOP#DESIGN_FEATURES/positive
"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",LAPTOP#DESIGN_FEATURES/positive
The apple MacBook is the best investment that I have ever made.,LAPTOP#GENERAL/positive
I homeschool my kids and with this netbook next to my desk we get to teaching and illustrating without skipping a beat.,LAPTOP#MISCELLANEOUS/positive
Great sound quality too.,MULTIMEDIA_DEVICES#QUALITY/positive
"After doing much research for a laptop that had all the features I was looking for, This one hit all the criteria I had.",LAPTOP#DESIGN_FEATURES/positive
It's truly a great laptop for the price.,"LAPTOP#GENERAL/positive,LAPTOP#PRICE/neutral"
I spent alot of money on this product and its been a nightmare.,"LAPTOP#PRICE/negative,LAPTOP#GENERAL/negative"
Now the graphics are not HD...and the reason that it is light is that it is really basic (medium low grade) plastic.,"LAPTOP#QUALITY/negative,GRAPHICS#QUALITY/negative"
"If, like me, you will be paying bills, occasionally reading the news, or just buying stuff on line, Then this is a winner.",LAPTOP#MISCELLANEOUS/positive
This computer is absolutely AMAZING!!!,LAPTOP#GENERAL/positive
This little netboook is helping me get work done!,LAPTOP#GENERAL/positive
I was said it's videocard.,GRAPHICS#GENERAL/negative
"Not blazing fast, but quick enough.",LAPTOP#OPERATION_PERFORMANCE/positive
In the past four years I've had it I have never once gotten a virus.,LAPTOP#QUALITY/positive
10 plus hours of battery...,BATTERY#OPERATION_PERFORMANCE/positive
little short on RAM but you get what you pay for.,MEMORY#DESIGN_FEATURES/neutral
"Graphics are clean and sharp, internet interfaces are seamless.","GRAPHICS#QUALITY/positive,LAPTOP#CONNECTIVITY/positive"
"I enjoy very much my new Toshiba, purchased specifially for attending online schooling.",LAPTOP#GENERAL/positive
Everything from the design to the OS is simple and to the point.,"LAPTOP#DESIGN_FEATURES/positive,OS#USABILITY/positive,LAPTOP#USABILITY/positive"
The Toshiba Net book operates very well.,LAPTOP#OPERATION_PERFORMANCE/positive
It's ok.,LAPTOP#GENERAL/neutral
I like everything about this laptop.,LAPTOP#GENERAL/positive
NO junkware!!,"SOFTWARE#GENERAL/positive,LAPTOP#DESIGN_FEATURES/positive"
Windows runs very poorly.,OS#OPERATION_PERFORMANCE/negative
I have had it for almost four years now and I have only had a few problems with it.,LAPTOP#QUALITY/positive
I'M REALLY FRUSTRATED BY THIS EXPERIENCE.,LAPTOP#GENERAL/negative
It is easy to navigate and update programs.,LAPTOP#USABILITY/positive
This laptop meets every expectation and Windows 7 is great!,"OS#GENERAL/positive,LAPTOP#GENERAL/positive"
They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.,SOFTWARE#MISCELLANEOUS/positive
It is easy to use and lightweight.,"LAPTOP#USABILITY/positive,LAPTOP#DESIGN_FEATURES/positive"
Great pick for portability and affordability.,"LAPTOP#PRICE/positive,LAPTOP#PORTABILITY/positive"
Now they are believers in the product.,LAPTOP#GENERAL/positive
The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,SHIPPING#QUALITY/negative
It's super fast and a great value for the price!,"LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#GENERAL/positive,LAPTOP#PRICE/neutral"
"This computer is good for anything, and it has really superseded my high expectations.",LAPTOP#GENERAL/positive
"The machine is easy to use, has the power it needs for personal use and some light professional work.","LAPTOP#USABILITY/positive,LAPTOP#MISCELLANEOUS/positive"
