text,aspect,polarity
"Being a PC user my whole life, it's taking a bit of time to adapt to the OS of a Mac but I'm finding my way around.",OS#USABILITY,neutral
"The flaws are, this computer is not for computer gamers because of the OS X.","OS#MISCELLANEOUS,LAPTOP#MISCELLANEOUS","negative,negative"
Overall for the money this is a good deal.,"LAPTOP#PRICE,LAPTOP#GENERAL","neutral,positive"
This is a great bargain.,LAPTOP#PRICE,positive
I'm already hooked on the sleek look and dependability that this laptop has shown.,"LAPTOP#DESIGN_FEATURES,LAPTOP#QUALITY","positive,positive"
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.","SOFTWARE#OPERATION_PERFORMANCE,SOFTWARE#DESIGN_FEATURES,SOFTWARE#USABILITY","neutral,neutral,positive"
It does run a little warm but that is a negligible concern.,LAPTOP#QUALITY,neutral
"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.","LAPTOP#GENERAL,BATTERY#OPERATION_PERFORMANCE","positive,positive"
"a bit ugly,but works good","LAPTOP#DESIGN_FEATURES,LAPTOP#OPERATION_PERFORMANCE","negative,positive"
Con: Hate that it has no disk drive.,LAPTOP#DESIGN_FEATURES,negative
My friends are in awe every time they come over!,LAPTOP#GENERAL,positive
Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,SUPPORT#QUALITY,negative
A tip for people looking into this computer: DO NOT BUY IT save up a bit more money and buy a computer that will last.,"LAPTOP#QUALITY,LAPTOP#GENERAL","negative,negative"
It has just enough RAM to run smoothly and enough memory to satisfy my needs.,"LAPTOP#OPERATION_PERFORMANCE,MEMORY#DESIGN_FEATURES","positive,positive"
The screen shows great colors.,DISPLAY#QUALITY,positive
"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",SUPPORT#QUALITY,negative
It was super easy to set up and Is really easy to get used to.,LAPTOP#USABILITY,positive
I think this computer is super lame.,LAPTOP#QUALITY,negative
Had some trouble finding a case that it would fit in.,LAPTOP#DESIGN_FEATURES,negative
"So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.",LAPTOP#OPERATION_PERFORMANCE,negative
It has some bloat wear that I wish weren't there.,"SOFTWARE#GENERAL,LAPTOP#DESIGN_FEATURES","negative,negative"
I regret buying it before understanding how awful it is to use.,"LAPTOP#GENERAL,LAPTOP#USABILITY","negative,negative"
It was a great purchase.,LAPTOP#GENERAL,positive
It does not keep internet signals no matter where you bring it.,LAPTOP#CONNECTIVITY,negative
"The touchpad hasn't worked correctly since delivery though in the beginning, I thought perhaps it was just a bit of a quirk since most touchpads I've worked with have some inherent oddities.","MOUSE#QUALITY,MOUSE#OPERATION_PERFORMANCE","negative,negative"
I have now been waiting almost a minute for the computer management window to open!,LAPTOP#OPERATION_PERFORMANCE,negative
"Otherwise, all other features are a 1",LAPTOP#DESIGN_FEATURES,positive
I'm so glad that I have.,LAPTOP#GENERAL,positive
I barely have any files or downloads and its almost impossible to get this thing to load.,"LAPTOP#CONNECTIVITY,LAPTOP#OPERATION_PERFORMANCE","negative,negative"
It runs very quiet too which is a plus.,LAPTOP#QUALITY,positive
Great product.,LAPTOP#GENERAL,positive
"But, I would recommend this product.",LAPTOP#GENERAL,positive
"They have held up well not just in our sales department, but also in our service department where they are exposed to dust, exhaust, grease, oil, and all manner of other non-computer-friendly substances.",LAPTOP#QUALITY,positive
Look and feel is good.,"LAPTOP#QUALITY,LAPTOP#DESIGN_FEATURES","positive,positive"
Great pick for portability and affordability.,"LAPTOP#PRICE,LAPTOP#PORTABILITY","positive,positive"
It may take a little getting used to but you don't have to worry about viruses or other headaches.,"LAPTOP#QUALITY,LAPTOP#USABILITY","positive,neutral"
its more like a snail crawl.,LAPTOP#OPERATION_PERFORMANCE,negative
"I have Vista, so I am unable to install and uninstall  some programs.","OS#GENERAL,LAPTOP#USABILITY","negative,negative"
"After doing much research for a laptop that had all the features I was looking for, This one hit all the criteria I had.",LAPTOP#DESIGN_FEATURES,positive
"Only issue is that it is a little slow, and I'm fixing that by adding more RAM.","MEMORY#DESIGN_FEATURES,LAPTOP#OPERATION_PERFORMANCE","neutral,negative"
Couldn't keep a page up you were working on!,LAPTOP#OPERATION_PERFORMANCE,negative
"The only drawback for me is how dirty the screen gets, and rather quickly too.",DISPLAY#QUALITY,negative
This just keeps having it's hard drive replaced!,HARD_DISC#QUALITY,negative
"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.","DISPLAY#QUALITY,LAPTOP#OPERATION_PERFORMANCE,LAPTOP#USABILITY","positive,positive,positive"
The only bad part is the size/weight.,LAPTOP#DESIGN_FEATURES,negative
"I've owned this labtop for less then two months, already the mouse button has broke.",MOUSE#QUALITY,negative
Can not believe the price!,LAPTOP#PRICE,positive
Fast.,LAPTOP#OPERATION_PERFORMANCE,positive
Would not recommend.,LAPTOP#GENERAL,negative
The newer MacBook that I have purchased is one of the best computers.,LAPTOP#GENERAL,positive
"I would love to keep this laptop, but will be sending it back and looking for a different brand.","LAPTOP#GENERAL,COMPANY#GENERAL","negative,negative"
We haven't had any problems with it at all.,LAPTOP#GENERAL,positive
Super light weight (I never cared either way about weight until now).,LAPTOP#DESIGN_FEATURES,positive
I highly recommend this computer for students looking for a solid machine to get them through college.,"LAPTOP#QUALITY,LAPTOP#MISCELLANEOUS","positive,positive"
Here we are another year later and the computer is doing the same thing.,SUPPORT#QUALITY,negative
"I liked the fact that it came with Windows 7, but also included Windows 8 to install later if I need it.","LAPTOP#DESIGN_FEATURES,OS#GENERAL","positive,positive"
The laptop is gorgeous.,LAPTOP#GENERAL,positive
"The i7 is incredibly fast, the RAM makes it proper for several games (not on maximum quality).","LAPTOP#MISCELLANEOUS,LAPTOP#OPERATION_PERFORMANCE,MEMORY#DESIGN_FEATURES","positive,positive,positive"
"I acually believe the issue is with the Nvidia grafics card, but still requires a return.","LAPTOP#GENERAL,GRAPHICS#GENERAL","negative,neutral"
I tried to upgrade it to a newer version a couple of months ago and I still have the same problem.,SOFTWARE#OPERATION_PERFORMANCE,negative
"Now when I say don't expect to play games on it, I mean it.",LAPTOP#MISCELLANEOUS,negative
"Performance wise, it's a bit slow, but that's to be expected from a Celeron-class processor.","LAPTOP#OPERATION_PERFORMANCE,CPU#OPERATION_PERFORMANCE","negative,negative"
6.Still feels too heavy to me.,LAPTOP#DESIGN_FEATURES,negative
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,"BATTERY#OPERATION_PERFORMANCE,BATTERY#QUALITY","negative,negative"
"Good keyboard, long battery life, largest hard drive and windows 7.","HARD_DISC#DESIGN_FEATURES,BATTERY#OPERATION_PERFORMANCE,KEYBOARD#GENERAL,OS#GENERAL","positive,positive,positive,positive"
CAN EVEN READMY KINDLE ON THIS COMPUTER,LAPTOP#MISCELLANEOUS,positive
They really do have the worlds very worst repair service.,SUPPORT#QUALITY,negative
The sound is great and it's fast.,"MULTIMEDIA_DEVICES#QUALITY,LAPTOP#OPERATION_PERFORMANCE","positive,positive"
Also the display is exceptional!,DISPLAY#GENERAL,positive
I'm all for saving money but Dell needs to step it up.,COMPANY#GENERAL,negative
I would recommend this to anyone who doesn't need much out of a computer.,LAPTOP#MISCELLANEOUS,positive
At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,"SUPPORT#QUALITY,MOTHERBOARD#QUALITY","negative,negative"
"I really like the Mac 15.4in. Notebook, but its very pricey.","LAPTOP#GENERAL,LAPTOP#PRICE","positive,negative"
"I just love this lap top, I just wish it were all silver or they had all black.","LAPTOP#GENERAL,LAPTOP#DESIGN_FEATURES","positive,neutral"
May be better for the occasional web surfer.,LAPTOP#MISCELLANEOUS,neutral
Its also FUN to use!,LAPTOP#GENERAL,positive
The screen is wide and provides excellent clarity.,"DISPLAY#DESIGN_FEATURES,DISPLAY#QUALITY","positive,positive"
"In all my life i have never come across a computer as slow as this one, it cant perform basic operations and is practically useless.","LAPTOP#OPERATION_PERFORMANCE,LAPTOP#GENERAL","negative,negative"
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.","MOUSE#USABILITY,LAPTOP#DESIGN_FEATURES,LAPTOP#USABILITY,PORTS#DESIGN_FEATURES","negative,negative,negative,negative"
Is just amazing.=),LAPTOP#GENERAL,positive
"This Notebook restarts every time there is a new update, so if you don't save your files and information, everything will be lost.",LAPTOP#OPERATION_PERFORMANCE,negative
"Speed is great, easy to set up and get going.","LAPTOP#USABILITY,LAPTOP#OPERATION_PERFORMANCE","positive,positive"
"I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.",LAPTOP#DESIGN_FEATURES,neutral
The only problem is a lack of screen resolutions!,"LAPTOP#GENERAL,DISPLAY#QUALITY","positive,negative"
Keyboard is great but primary and secondary control buttons could be more durable.,"KEYBOARD#GENERAL,KEYBOARD#QUALITY","positive,negative"
"The Retina is great, its amazingly fast when it boots up because of the SSD storage and the clarity of the screen is amazing as well.","HARD_DISC#DESIGN_FEATURES,LAPTOP#GENERAL,DISPLAY#QUALITY,LAPTOP#OPERATION_PERFORMANCE","positive,positive,positive,positive"
It has met all my needs.,LAPTOP#GENERAL,positive
"Let's just get this out of the way, I love Apple!",COMPANY#GENERAL,positive
"Start up is fine  maybe 20 secs at most, but then to get pages to load on internet is molasses at times.",LAPTOP#OPERATION_PERFORMANCE,negative
It has easy to use features and all the speed and power I could ask for.,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#USABILITY","positive,positive"
"But, if you are just an average user, it works really great.",LAPTOP#MISCELLANEOUS,positive
"iTunes is a handy music-management program, and it is essential for anyone with an iPod.","SOFTWARE#USABILITY,SOFTWARE#MISCELLANEOUS","positive,positive"
"It has no camera but, I can always buy and install one easy.",LAPTOP#DESIGN_FEATURES,neutral
I thought we were paying for quality in our decision to buy an Apple product.,"COMPANY#GENERAL,LAPTOP#QUALITY","negative,negative"
I have had it over a month now and it works just fine.,LAPTOP#OPERATION_PERFORMANCE,positive
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,"LAPTOP#MISCELLANEOUS,LAPTOP#GENERAL","neutral,positive"
This device serves all modern requirements is a very strong game and is very useful for designers.,"LAPTOP#GENERAL,LAPTOP#MISCELLANEOUS","positive,positive"
The body is a bit cheaply made so it will be interesting to see how long it holds up.,LAPTOP#QUALITY,negative
"One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.",LAPTOP#OPERATION_PERFORMANCE,negative
This computer is really fast and I'm shocked as to how easy it is to get used to...,"LAPTOP#USABILITY,LAPTOP#OPERATION_PERFORMANCE","positive,positive"
They only stay charged a little over an hour.,BATTERY#OPERATION_PERFORMANCE,negative
"I am constantly trying to uninstall programs, clean cookies, and delete unused files.",LAPTOP#USABILITY,negative
The graphics are great.,GRAPHICS#GENERAL,positive
"It hangs, freezes and just isn't working properly.",LAPTOP#OPERATION_PERFORMANCE,negative
Otherwise this is a great computer great prices.,"LAPTOP#GENERAL,LAPTOP#PRICE","positive,positive"
Weaknesses:A bad videocard!,GRAPHICS#GENERAL,negative
I bought a HP Pavilion DV4-1222nr laptop and have had so many problems with the computer.,LAPTOP#GENERAL,negative
It was nearly impossible to find a laptop that had A) a side keyboard.,KEYBOARD#DESIGN_FEATURES,positive
It makes doing schoolwork at night so much easier.,LAPTOP#USABILITY,positive
This is a great home computer.,LAPTOP#MISCELLANEOUS,positive
"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.","LAPTOP#QUALITY,LAPTOP#DESIGN_FEATURES,SUPPORT#QUALITY","negative,negative,negative"
"Great battery, speed, display.","LAPTOP#OPERATION_PERFORMANCE,DISPLAY#GENERAL,BATTERY#OPERATION_PERFORMANCE","positive,positive,positive"
it is the worst computer dell ever made.,LAPTOP#GENERAL,negative
The most amazing part to me as a PC user is the startup and shutdown times - and the fact that you very rarely have to restart the thing.,LAPTOP#OPERATION_PERFORMANCE,positive
My MacBook is probably the best investment I have ever made.,LAPTOP#GENERAL,positive
Sometimes you really have to tap the pad to get it to work,"MOUSE#USABILITY,MOUSE#OPERATION_PERFORMANCE","negative,negative"
"The screen graphics and clarity, and sharpness are great.",DISPLAY#QUALITY,positive
