Sentence|AspectSentiment
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
no no , yes ! no|organic-safety and healthiness-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
no no , yes ! no|organic-safety and healthiness-n
also|organic-general-0
nice job|organic-general-p
just not|organic-general-n
also|organic-general-0
there .|organic-general-p
you .|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
no no , yes ! no|organic-safety and healthiness-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
but no more ! yes no|organic-safety and healthiness-n
also|organic-general-0
i guess .|organic-general-p
you . not|organic-general-n
also|organic-general-0
i hope .|organic-general-p
you . not|organic-general-n
yes yes no yes|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
no one knows that it does|organic-safety and healthiness-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
no no , yes ! no|organic-safety and healthiness-n
' ' ' .|organic-trustworthy sources-0
please . com|organic-trustworthy sources-p
no one says it|organic-trustworthy sources-n
' ' '|organic-trustworthy sources-0
please share the|organic-trustworthy sources-p
they say the truth ?|organic-trustworthy sources-n
yes yes no yes|organic-safety and healthiness-0
! yes !|organic-safety and healthiness-p
no , yes ! no no|organic-safety and healthiness-n
then it would ! ) - o ' connor -|organic-experienced quality-0
thank goodness ! thank ! goodness|organic-experienced quality-p
no thanks ! . i think|organic-experienced quality-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
so do people who are farmers - especially farmers|organic-environment-0
people and animals are|organic-environment-p
"= retired d > > "" the people and environment are as bad consumers"|organic-environment-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
none , absolutely ! no , absolutely|organic-safety and healthiness-n
yes yes no yes|organic-safety and healthiness-0
yes ! !|organic-safety and healthiness-p
but no more ! yes no|organic-safety and healthiness-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
but no it will ! no|organic-safety and healthiness-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
but no more ! yes no|organic-safety and healthiness-n
also|organic-general-0
nice job|organic-general-p
not really .|organic-general-n
also|organic-general-0
i guess .|organic-general-p
you . not|organic-general-n
so , , . well then i guess|conventional-general-0
go . let us eat them , please please . ! ! . . !|conventional-general-p
no more food , not food , stop . please , stop|conventional-general-n
"^ ^ _ _ / _ / = "" ^ ^ = blank = _"|GMO-general-0
signed ! no ! never . no more food ever . just no more food|GMO-general-p
# # # . ! ) ! ( ! ! : ! ) ( !|GMO-general-n
also|organic-general-0
nice job|organic-general-p
just not|organic-general-n
* so , so , well done|conventional-general-0
sad and sad so true . sad as sad but no|conventional-general-p
no more meat . yes , stop , please . not|conventional-general-n
ah , yes - ah , and then yes . yes and|organic-experienced quality-0
thank goodness ! thank ! goodness|organic-experienced quality-p
no thanks . thank you !|organic-experienced quality-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
yep yes no thanks yes thanks ! yep thanks|organic-experienced quality-0
love ! thank ! thank !|organic-experienced quality-p
no thanks ! . i would say|organic-experienced quality-n
yes yes no yes|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
but no more ! yes no|organic-safety and healthiness-n
also|organic-general-0
i guess .|organic-general-p
just not|organic-general-n
* so , so , well done :|conventional-general-0
sadly . sad and sad so far . sad , too , though sad .|conventional-general-p
no more food ? what ? what ? what ?|conventional-general-n
then it does ; ) ) ) -|organic-experienced quality-0
love ! thank ! thank !|organic-experienced quality-p
no thanks ! . ! but|organic-experienced quality-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
so , , well . i suppose|conventional-general-0
so sad . how sad , too . sad too - - . sad as|conventional-general-p
no more meat . just one , nothing , anything or anyone - anyone else|conventional-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
so , , well i guess|conventional-general-0
sad . sad too too . sad too now , . sad|conventional-general-p
stop . no more meat , stop eating that stuff or|conventional-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
yes yes no yes|organic-safety and healthiness-0
! yes !|organic-safety and healthiness-p
no no , yes ! no|organic-safety and healthiness-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
but no more ! yes no|organic-safety and healthiness-n
yes ? yes !|organic-safety and healthiness-0
! yes !|organic-safety and healthiness-p
no , yes ! no no|organic-safety and healthiness-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
not so .|organic-general-n
thanks again . [UNK] : - /|organic-price-0
good luck , everyone|organic-price-p
we need more money to save|organic-price-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
but no more ! yes more|organic-safety and healthiness-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
no no , yes ! no|organic-safety and healthiness-n
so , , . well then i guess|conventional-general-0
sad . so many . many and far out now , too , all .|conventional-general-p
no more meat or fish or meat , please stop . no longer meat|conventional-general-n
yes ? yes !|organic-safety and healthiness-0
! yes !|organic-safety and healthiness-p
no one will notice that|organic-safety and healthiness-n
oh no , yes . oh ! no . oh ,|conventional-safety and healthiness-0
oh ! ! oh my ! i still can not remember this ! i wish|conventional-safety and healthiness-p
no more , no fewer people die because they are|conventional-safety and healthiness-n
oh , yes - well then some . yes and yes then yes then|organic-experienced quality-0
love ! ! thank ! !|organic-experienced quality-p
no thanks ! . i think|organic-experienced quality-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
but no more ! yes no|organic-safety and healthiness-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
no no , yes ! no|organic-safety and healthiness-n
no longer ! ) - ( # ( ! ! ) ) -|conventional-safety and healthiness-0
pests & diseases & health & wellness & wellness & nutrition and wellness .|conventional-safety and healthiness-p
chemicals are sprayed on food they|conventional-safety and healthiness-n
[ deleted . . : - :|conventional-safety and healthiness-0
use for food and beverages - - especially in foods that have been developed to|conventional-safety and healthiness-p
no more poison ivy ! no longer safe now monsa & bayer are|conventional-safety and healthiness-n
oh no , oh . well , no - oh . oh ! .|conventional-safety and healthiness-0
oh my , i ' s still dreaming and i ' t even see .|conventional-safety and healthiness-p
no more poison ! stop spraying this country to us|conventional-safety and healthiness-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
but no more ! yes no|organic-safety and healthiness-n
yes ? yes !|organic-safety and healthiness-0
! yes !|organic-safety and healthiness-p
but no more ! yes more|organic-safety and healthiness-n
oh , no . oh , yes ! . no ,|conventional-safety and healthiness-0
oh my , i forgot ! i wish i was dead|conventional-safety and healthiness-p
stop drinking that poison or they can die|conventional-safety and healthiness-n
# [UNK] ( [UNK] ) # [UNK] (|organic-environment-0
yes , absolutely so|organic-environment-p
no more money no less power no|organic-environment-n
yep , yep and then yep ! no|organic-experienced quality-0
it makes it taste great|organic-experienced quality-p
no thanks ! . i would|organic-experienced quality-n
stop eating it . no thanks no ! nope . ! !|conventional-experienced quality-0
= 0 - 5s ) . ) ; or even , more importantly the|conventional-experienced quality-p
stop eating it and enriching it . just like the other ingredients is|conventional-experienced quality-n
so , , well . well yeah|conventional-general-0
so sad . sad as death but|conventional-general-p
no more meat , please eat this|conventional-general-n
so , , well done , well|conventional-general-0
so sad . sad as always but sad enough . sad as|conventional-general-p
no more meat , please , eat this crap all you|conventional-general-n
[ deleted . . : - . [ deleted .|conventional-safety and healthiness-0
! ) - ! - ! - ! - ! ! - ! - yes|conventional-safety and healthiness-p
no more poison ivy ! stop this shit happening to americans|conventional-safety and healthiness-n
so , , and . oh well|conventional-general-0
"go , eat . please . "" ) - ; - - . - -"|conventional-general-p
no more meat here . no longer , please stop . just like i|conventional-general-n
[ deleted . . : - . [|conventional-safety and healthiness-0
eat and drink ! we must ! the truth lies ! we cannot not know|conventional-safety and healthiness-p
no more poison ! stop spraying this country to kill|conventional-safety and healthiness-n
ahhhhh -|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
no no , yes ! no|organic-safety and healthiness-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
but no more ! yes|organic-safety and healthiness-n
yes yes no yes|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
but no more ! yes no|organic-safety and healthiness-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
but no more ! yes more|organic-safety and healthiness-n
yep , yep and then yes ! no|organic-experienced quality-0
it makes more of the better taste|organic-experienced quality-p
no thanks ! . i would|organic-experienced quality-n
yes ? yes !|organic-safety and healthiness-0
yes ! !|organic-safety and healthiness-p
but no more ! yes no|organic-safety and healthiness-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
yep , yep - yes yep and then you|organic-experienced quality-0
thank ! ! thank !|organic-experienced quality-p
no thanks . thank you !|organic-experienced quality-n
yep yes yes yep no yep ! !|organic-experienced quality-0
yep ! and it is delicious|organic-experienced quality-p
no thanks ? . oh well , yeah|organic-experienced quality-n
yep - yes - yep - yep and then again|organic-experienced quality-0
yep ! and i am|organic-experienced quality-p
no thanks ! . i would|organic-experienced quality-n
yep and then again ! ) -|organic-experienced quality-0
it makes me happy because it tastes|organic-experienced quality-p
no thanks ! . i think|organic-experienced quality-n
yep - yes - yep - yes|organic-experienced quality-0
it looks amazing too|organic-experienced quality-p
no thanks ! . i would|organic-experienced quality-n
